gameId,season,epNum,date,left,middle,right,winnerIndices
4192,10,2174,1994-02-03,Tom Nichols,Jim Proulx,Lois Murray,[0]
1896,10,2207,1994-03-22,Walter Kramer,Tom Lakeman,Ginny Weeks,[1]
5317,10,2230,1994-04-22,John Hunt,Ken Frier,Jeff Jaech,[0]
6058,10,2246,1994-05-16,Chris Goheen,Erhard Konerding,Lauren Krohn,[1]
3050,10,2251,1994-05-23,Pat Allen,Gregg Gendiellee,Larry Shackley,[2]
4305,11,2298,1994-09-07,Steve Chernicoff,Tom Epstein,Rose Buetikofer,[0]
6031,11,2302,1994-09-13,Matt Handel,Karen Peters,Lane Rensselaer,[2]
5398,11,2307,1994-09-20,Jim Sears,Neil Quarterman,Chris Keller,[1]
4103,11,2320,1994-10-07,Dan Seiden,Rob Allen,Dorothy Mallonee,[2]
3962,11,2334,1994-10-27,Bill Pitassy,Laurel Stevens,Mike Simon,[0]
373,11,2339,1994-11-03,Russ Woodford,Yung-Chang Chi,Ryan Holznagel,[2]
374,11,2340,1994-11-04,Ryan Holznagel,Cherie Christopher,Steve Buchthal,[0]
434,11,2357,1994-11-29,Ryan Holznagel,Steve Kohl,Brendie Vance,[0]
440,11,2358,1994-11-30,Ryan Holznagel,Kevin Mulhern,David Lindauer,[1]
5502,11,2371,1994-12-19,Steve Angelo,Lena Nowak,Frank Patrick,[1]
5579,11,2373,1994-12-21,Richard Rasmussen,Margaret Tessier,John Newton,[0]
4227,11,2374,1994-12-22,Richard Rasmussen,Judy Pinder,Peter Blatman,[0]
3457,11,2378,1994-12-28,Pat Farrior,Arlene Goldberg,Will Webster,[1]
5580,11,2387,1995-01-10,Virginia Dietrich,Jeff Coulson,Doug Carey,[2]
5271,11,2400,1995-01-27,Claud Argall,Bruce Marshall,Dave Sanders,[2]
6082,11,2416,1995-02-20,Charlie Garfink,Steve Salinger,Suze Keefe,[0]
5743,11,2444,1995-03-30,Bruce Borchardt,Jeff Rinde,Hugh Zegers,[0]
5008,11,2445,1995-03-31,Bruce Borchardt,Bob Mandel,Arthur Tiersky,[]
6038,11,2446,1995-04-03,Jack Kuehl,Scott McGraw,Ramona Lauda,[2]
5389,11,2453,1995-04-12,Carole Denton,Mary Brody,Margaret Schwind,[0]
5623,11,2463,1995-04-26,Darlis Wood,Bill Schantz,Brenda Beck,[1]
5625,11,2464,1995-04-27,Bill Schantz,Larry Eilenberg,Gregg Rossen,[1]
4102,11,2487,1995-05-30,Mike Creed,Bill Atkinson,David Brent,[0]
4935,11,2500,1995-06-16,Jim Vercolen,Steven Meyer,Tim Wood,[0]
4988,11,2501,1995-06-19,Jim Vercolen,Mark Schmelz,Ed McIntyre,[2]
4954,11,2509,1995-06-29,David Siegel,James Caparas,Michael Culbertson,[0]
2647,11,2512,1995-07-04,Tom Pope,Isaac Segal,Steve Zych,[1]
2648,11,2513,1995-07-05,Isaac Segal,Nancy Robertson,Dan Schay,[0]
2649,11,2514,1995-07-06,Isaac Segal,Tom McGuire,James Greenberg,[0]
2545,11,2515,1995-07-07,Isaac Segal,Beverly Adams,Robert Press,[0]
4162,12,2526,1995-09-04,Isaac Segal,Cathy Glassman,Mark Temares,[2]
3951,12,2528,1995-09-06,Carol Ann Hilton,John Cassidy,Lisa Grean,[0]
5169,12,2529,1995-09-07,Carol Ann Hilton,June Vester,Rudy Stegemoeller,[2]
4492,12,2535,1995-09-15,Len Krisak,Steve Alper,Scott Astle,[0]
4495,12,2537,1995-09-19,Albina Moran,Richard Scheffler,Wilson Mudge,[0]
2726,12,2541,1995-09-25,Keith Bush,Linda Roberts,Paul Skocz,[1]
2751,12,2543,1995-09-27,Linda Roberts,Dotty Shekarian,Peg Hausman,[0]
4123,12,2550,1995-10-06,Patrick McGeehan,Ana Wagner-Hoffman,Diana Ashbrook,[0]
5886,12,2558,1995-10-18,Paul Thompson,Patrick Killian,Allen Rudolph,[0]
4232,12,2590,1995-12-01,Michael Daunt,Deedie Gustavson,Joe Carroll,[0]
3456,12,2595,1995-12-08,Gwen LaTray,Michael McGuinness,Richard Prince,[0]
5060,12,2596,1995-12-11,Gwen LaTray,Brad Plovan,Carl Cope,[1]
5420,12,2597,1995-12-12,Brad Plovan,Claudia Grimes,George Seymour,[0]
4146,12,2598,1995-12-13,Brad Plovan,Shana Aborn,Michael McRee,[0]
5277,12,2612,1996-01-02,Rima Rozen,Gareth Jones,Peter Knopp,[1]
5291,12,2613,1996-01-03,Gareth Jones,Chris Oake,Claudia Shanaman,[0]
5417,12,2616,1996-01-08,Gareth Jones,Gail Bock,Vince Brennan,[1]
564,12,2619,1996-01-11,Barbara Walker,Glenn Jessee,Susan Goldsamt,[0]
568,12,2620,1996-01-12,Barbara Walker,Luis Gutierrez,Joel Silbert,[0]
1223,12,2621,1996-01-15,Barbara Walker,John Zappacosta,Nick Lamelza,[0]
570,12,2622,1996-01-16,Barbara Walker,Bill Dickenson,Dan Iacobazzi,[1]
572,12,2623,1996-01-17,Bill Dickenson,Debby Herzberg Loomis,Donna Christie,[0]
574,12,2624,1996-01-18,Bill Dickenson,Sandy Shapiro,Jack Ronner,[0]
576,12,2625,1996-01-19,Bill Dickenson,Mary Lou Rodgers,Peter Williams,[0]
577,12,2627,1996-01-23,Murph Honea,Mary Margaret Purvis,John Thiel,[2]
580,12,2628,1996-01-24,John Thiel,Robert Galvin,Michael Marion,[0]
582,12,2629,1996-01-25,John Thiel,David Bowen,Leigh Tomaszewski,[1]
5991,12,2630,1996-01-26,David Bowen,Christina Wilber,Bruce Katz,[0]
3120,12,2631,1996-01-29,David Bowen,Rocky Feemster,Bill Sloan,[2]
438,12,2632,1996-01-30,Bill Sloan,Ellen Mandell,Jim Mehl,[0]
443,12,2633,1996-01-31,Bill Sloan,Mike McCarthy,Michelle Roberts,[0]
6032,12,2634,1996-02-01,Bill Sloan,Frank Lowther Jr.,Eitan Ginsburg,[0]
445,12,2635,1996-02-02,Bill Sloan,Gordon Frankel Light,Kerry Towle,[0]
1153,12,2660,1996-03-08,Carolyn Christian,Andrew Burtle,Kevin Shultz,[]
547,12,2669,1996-03-21,Jo Ellen Eppink,Steve Wang,Dan McBride,[0]
551,12,2670,1996-03-22,Jo Ellen Eppink,Tisa Lawless,Maria Canavan,[2]
554,12,2672,1996-03-26,Marty Sade,Al Brokos,Betty Fernandez,[0]
427,12,2673,1996-03-27,Marty Sade,Doug Carter,Lorna Valentine,[0]
432,12,2674,1996-03-28,Marty Sade,Jim Henderson,Judy Zellers,[2]
157,12,2676,1996-04-01,Gary Fulcomer,Kathryn Perry,David Sampugnaro,[2]
556,12,2677,1996-04-02,David Sampugnaro,Chip Hunter,Amy Comeau,[0]
5182,12,2678,1996-04-03,David Sampugnaro,Joy Sibley,Dan Goldman,[0]
559,12,2679,1996-04-04,David Sampugnaro,Vince Mohan,John Fitzgibbon,[0]
562,12,2680,1996-04-05,David Sampugnaro,Rob Kalisch,Carol Reed,[0]
186,12,2682,1996-04-09,Rick Blumenfeld,Ron Jin,Michael Dupee,"[1, 2]"
187,12,2683,1996-04-10,Ron Jin,Michael Dupee,Ann Taliaferro Curtaz,[1]
5414,12,2684,1996-04-11,Michael Dupee,Bernie Altman,Sally Hardey,[0]
423,12,2685,1996-04-12,Michael Dupee,Joe McNamara,Bruce Clark,[0]
425,12,2686,1996-04-15,Michael Dupee,Bea Kosla,Jeff Corrigan,[0]
5547,12,2689,1996-04-18,Tim Toburen,Leslie Bitner,Steve Shimberg,[1]
5394,12,2695,1996-04-26,Beverly Spurs,Charles Whetsel,Edith Balbach,[0]
5542,12,2697,1996-04-30,Dave Cook,Girts Lorencis,Janet Grunwald,[0]
5543,12,2698,1996-05-01,Dave Cook,Judy Riley,Sean Kelly,[1]
5546,12,2700,1996-05-03,Judy Riley,Shannon Champion,Jeff Gorsky,[2]
5402,12,2712,1996-05-21,Brian Flanagan,Anne Keever Cannon,Wes Hanson,[0]
4205,12,2713,1996-05-22,Brian Flanagan,Peter Hartikka,Ann Gibney,[1]
5552,12,2714,1996-05-23,Peter Hartikka,Doris Smith,Diana Valenzuela,[0]
4152,12,2716,1996-05-27,Don Lemmer,Steve Cunningham,Sharon Heiman,[1]
5549,12,2717,1996-05-28,Steve Cunningham,Alexandra Grochol,Dan Streit,[1]
5536,12,2727,1996-06-11,Bob Hunt,Cash Tilton,Barb Cornell,[2]
4141,12,2728,1996-06-12,Barb Cornell,Bill Cash,Lee Karjala,[1]
4144,12,2729,1996-06-13,Bill Cash,Rick Muenchow,Mary Ann McIntyre,[1]
5537,12,2730,1996-06-14,Rick Muenchow,Steve Hafner,Phil Costopolous,[1]
4206,12,2731,1996-06-17,Steve Hafner,Mary Hirschfeld,Brock Putnam,[1]
4209,12,2732,1996-06-18,Mary Hirschfeld,Don Juergens,Vanessa Whittemore,[0]
5401,12,2733,1996-06-19,Mary Hirschfeld,Sally Cassil,Lyndia Lowy,[0]
5538,12,2734,1996-06-20,Mary Hirschfeld,Mark Lambert,Anita Cohen,[0]
1045,12,2735,1996-06-21,Mary Hirschfeld,Michael Dominguez,Karl Coryat,[2]
1053,12,2736,1996-06-24,Karl Coryat,Pete Brunner,Sandy Andina,[0]
1070,12,2737,1996-06-25,Karl Coryat,Rob Mitchell,Don Sloan,[2]
4497,12,2739,1996-06-27,Don Sloan,Brian Clouse,Kit Hope,[0]
4501,12,2742,1996-07-02,Paul Carlson,Mike Kravitz,Marilyn Newcomer,[0]
6077,12,2747,1996-07-09,Gary Frost,Tony Harkins,Linda Monk,[2]
5541,12,2749,1996-07-11,Stephen Lewis,Jack Call,Donna Beckage,[0]
1155,13,2756,1996-09-02,Kirstin Olsen,Jim O'Leary,Bernie Cullen,[2]
3552,13,2757,1996-09-03,Bernie Cullen,Deb Taub,Ted Curtis,[0]
3429,13,2758,1996-09-04,Bernie Cullen,Dave Streit,Irene Dennis,[0]
2013,13,2759,1996-09-05,Bernie Cullen,Marjorie MacDonald,Tyler Hathaway,[0]
2052,13,2760,1996-09-06,Bernie Cullen,Kevin Bailey,Jesse Hergert,[0]
2761,13,2762,1996-09-10,Tim McCoy,Peggy Garvey-McMahon,Harry Barker,[0]
3955,13,2765,1996-09-13,Scott Johnson,Elijah Siegler,Lucien Schmit,[2]
5554,13,2767,1996-09-17,Lucien Schmit,Gene Cox,Pete Butch,[0]
3872,13,2769,1996-09-19,Lucien Schmit,Doug Zang,Laurie Suter,[1]
3876,13,2770,1996-09-20,Doug Zang,Trish Little-Taylor,John Baker,[0]
3881,13,2771,1996-09-23,Doug Zang,Kyrie O'Connor,Derek Rolstone,[1]
5392,13,2775,1996-09-27,Jason Benton,Linda Holling,Ted Snelgrove,[0]
2189,13,2776,1996-09-30,Jason Benton,Linda Dorney,Rick Mulrooney,[1]
2190,13,2777,1996-10-01,Linda Dorney,Bill Cute,Malcolm Callan,[1]
2195,13,2778,1996-10-02,Bill Cute,Barbara Delisle,Tim McGann,[0]
2196,13,2779,1996-10-03,Bill Cute,Frances Yasprica,Steve Giegerich,[1]
2197,13,2780,1996-10-04,Frances Yasprica,Cy Gardner,Ellen Goodman,[2]
2206,13,2781,1996-10-07,Ellen Goodman,Al Davis,Craig Schneider,[2]
5028,13,2782,1996-10-08,Craig Schneider,Anita Israel,Steven Wijnberg,[1]
5068,13,2783,1996-10-09,Anita Israel,Mike Lease,Bob DiGiusto,[1]
4148,13,2784,1996-10-10,Mike Lease,Mark Reed,Kathy Robbins,[2]
2763,13,2785,1996-10-11,Kathy Robbins,John Sirk,Sally White,[0]
3949,13,2786,1996-10-14,Kathy Robbins,Michael Willoughby,Gary Sales,[0]
5393,13,2787,1996-10-15,Kathy Robbins,Carl Eeman,Holly Buchanan,[1]
5578,13,2788,1996-10-16,Carl Eeman,Lissa Anderson,Jim Ellis,[1]
5574,13,2791,1996-10-21,Charles Miller,Andy McKay,MaryAnn Toner,[2]
5572,13,2797,1996-10-29,Dave Priestly,Carl Kruglak,Debbie Saunders,[1]
5571,13,2798,1996-10-30,Carl Kruglak,Laura Sparrow,Kalyan Farrington,[2]
5570,13,2800,1996-11-01,Kalyan Farrington,Margaret Sankey,Tim Malec,[0]
5568,13,2801,1996-11-04,Kalyan Farrington,Alice Rote,Frank Sitarski,[1]
5032,13,2804,1996-11-07,Marv Macintyre,Kathy Applebaum,Pat Stivers,[0]
1154,13,2805,1996-11-08,Marv Macintyre,Susan Giannetto,Sasha Volokh,[0]
3509,13,2821,1996-12-02,Marv Macintyre,Harry Barker,Helen Andrews,[1]
4937,13,2822,1996-12-03,Harry Barker,David Itkin,Gay Mollette,[2]
584,13,2823,1996-12-04,Gay Mollette,Curtis Scott,Tim Lorch,[0]
586,13,2824,1996-12-05,Gay Mollette,Glenn Salzman,Sally Donovan,[0]
587,13,2825,1996-12-06,Gay Mollette,Clark Adams,Donna Craig,[1]
589,13,2826,1996-12-09,Clark Adams,Wade Markel,Rosemary Foster,[2]
591,13,2827,1996-12-10,Rosemary Foster,Cynthia Edmunds,Brad Smith,[2]
593,13,2828,1996-12-11,Brad Smith,Sheila Austin,Jeff Punim,[2]
596,13,2829,1996-12-12,Jeff Punim,Sandy Siegel,Stephen Gorin,[1]
597,13,2830,1996-12-13,Sandy Siegel,Pat Gonzales,Jere Souza,[2]
600,13,2831,1996-12-16,Jere Souza,Gene Ballesty,Andy Jackson,[1]
602,13,2832,1996-12-17,Gene Ballesty,Peter Nielsen,Melissa Littman,[2]
604,13,2833,1996-12-18,Melissa Littman,Myretta Robens,Ronny Kaye,[0]
606,13,2834,1996-12-19,Melissa Littman,Irv Kaplan,Lucy Shigemitsu,[2]
607,13,2835,1996-12-20,Lucy Shigemitsu,Marina Matuzek,Tom Meenan,[0]
609,13,2836,1996-12-23,Lucy Shigemitsu,Charlie Patton,Barbara Jackson,[1]
611,13,2837,1996-12-24,Charlie Patton,Amy O'Brien,Chris Sroka,[1]
612,13,2838,1996-12-25,Amy O'Brien,Dee Weber,Jon Woodman,[2]
617,13,2839,1996-12-26,Jon Woodman,Kecia Lynn,Leo Gillis,[0]
618,13,2840,1996-12-27,Jon Woodman,Ruth Thompson,Mark Torma,[0]
619,13,2841,1996-12-30,Jon Woodman,Sara d'Anjou,Ted Senator,[2]
621,13,2842,1996-12-31,Ted Senator,Cindy Giddle,Mario Zaragoza,[1]
622,13,2843,1997-01-01,Cindy Giddle,Claudia Perry,Jody Hart,[1]
624,13,2844,1997-01-02,Claudia Perry,Nancy Senter,Kurt Bodden,[0]
628,13,2845,1997-01-03,Claudia Perry,Damon Raskin,Aimee Serafini,[0]
631,13,2846,1997-01-06,Claudia Perry,Doug Morrison,Jack Patton,[0]
632,13,2847,1997-01-07,Claudia Perry,Steve Dhuey,"David Charlton, Jr.",[1]
4154,13,2848,1997-01-08,Steve Dhuey,Kim Mihalick,Michael Kunes,[1]
633,13,2849,1997-01-09,Kim Mihalick,Kathy Eckenroth,Alan Kwaselow,[0]
261,13,2850,1997-01-10,Kim Mihalick,Victoria Esser,Paul Gutowski,[2]
635,13,2851,1997-01-13,Paul Gutowski,Marlene Reiss,Scott Miskimon,[0]
636,13,2852,1997-01-14,Paul Gutowski,Peter Dent,Mita Choudhury,[0]
638,13,2853,1997-01-15,Paul Gutowski,Doug Fitch,Julie Johnson,[0]
640,13,2854,1997-01-16,Paul Gutowski,Heidi Shultz,Chris Kahn,[]
642,13,2855,1997-01-17,Leo Jones,Pam Wilson,Bruce Bullock,[1]
644,13,2856,1997-01-20,Pam Wilson,Breck Jeffery,Kevin Jack,[1]
645,13,2857,1997-01-21,Breck Jeffery,Jennifer Wadsack,Pat Pauken,[0]
647,13,2858,1997-01-22,Breck Jeffery,Tim Rosendale,Nina Ostrovitz,[2]
649,13,2860,1997-01-24,Laura Glassman,Chad Curtis,Pat Ostenburg,[0]
650,13,2861,1997-01-27,Laura Glassman,Mauricio Rivero,Bob Combs,[2]
652,13,2862,1997-01-28,Bob Combs,Fred Walker,Amy Loerch Strumolo,[0]
654,13,2863,1997-01-29,Bob Combs,Randy Cohen,Davia Worthen,[2]
3931,13,2864,1997-01-30,Davia Worthen,Ellen Jacobs,Rick Geyer,[0]
656,13,2865,1997-01-31,Davia Worthen,Chris Borglum,Joyce Sturgill,[2]
220,13,2876,1997-02-17,Joyce Sturgill,Steve McManus,Grace Veach,[2]
3936,13,2877,1997-02-18,Grace Veach,Jeannine DuBois,Bruce Wiley,[0]
3941,13,2878,1997-02-19,Grace Veach,Scott Pearson,Sophia Schwarz,[0]
677,13,2879,1997-02-20,Grace Veach,Julie Connery,Erik Cansler,[0]
678,13,2880,1997-02-21,Grace Veach,Michael Grinde,Claudia Traudt,[]
680,13,2881,1997-02-24,Greg Carbone,Jim Fahner,Joan Friedman,[1]
682,13,2882,1997-02-25,Jim Fahner,Tina Carlson,Mark Mironer,[0]
684,13,2883,1997-02-26,Jim Fahner,Nancy Splane,Amit Ray,[0]
688,13,2884,1997-02-27,Jim Fahner,Laurent Ruseckas,Martha O'Malley,[1]
689,13,2885,1997-02-28,Laurent Ruseckas,Greg Mayer,Kathie Hoagland,[1]
692,13,2886,1997-03-03,Greg Mayer,Steven Lane,Jim Diggins,[2]
5540,13,2887,1997-03-04,Jim Diggins,Paul Cornbleth,Lynda Weiner,[0]
693,13,2889,1997-03-06,Jim Diggins,Jenna Jackson,Timothy Hsieh,[1]
696,13,2890,1997-03-07,Jenna Jackson,Jude Theriot,Jeff Horton,[2]
698,13,2891,1997-03-10,Jeff Horton,Linda Slyer,Jim Selth,[1]
1323,13,2893,1997-03-12,Mike Davison,Brian Hamill,Eileen Davenport,[1]
1324,13,2894,1997-03-13,Brian Hamill,John Hammond,Charlotte Travieso,[1]
1325,13,2895,1997-03-14,John Hammond,Seth McElvaney,Liz Klausky,[2]
1326,13,2896,1997-03-17,Liz Klausky,Mick Malicki,Eric Grunden,[0]
1327,13,2897,1997-03-18,Liz Klausky,Steve Douches,Sandy Lowe,[1]
1328,13,2898,1997-03-19,Steve Douches,Martin Smith,Carole Smith,[0]
1329,13,2899,1997-03-20,Steve Douches,Scott Knecht,Linda Johnson,[0]
1330,13,2900,1997-03-21,Steve Douches,Robert Manuel,Ned O'Rourke,[1]
1331,13,2901,1997-03-24,Robert Manuel,Max Jacobson,Pat Posner,[0]
1332,13,2902,1997-03-25,Robert Manuel,Matt Radulski,Barbara Blake,[1]
1333,13,2903,1997-03-26,Matt Radulski,Joel Rayburn,Scott Masters,[1]
1366,13,2904,1997-03-27,Joel Rayburn,Spencer Parker,Kathi Weiss,[1]
1367,13,2905,1997-03-28,Spencer Parker,George Miller,Michael Cahill,[0]
1368,13,2906,1997-03-31,Spencer Parker,Tom Utterback,Paul Roder,[2]
226,13,2907,1997-04-01,Paul Roder,Lori Drummond,Christian Stallsmith,[2]
1369,13,2908,1997-04-02,Christian Stallsmith,Romaine White,Barry Koron,[0]
1370,13,2909,1997-04-03,Christian Stallsmith,Steve Cook,Matt Wehling,[1]
1371,13,2910,1997-04-04,Steve Cook,Joe Sill,Niki Bates,[0]
1372,13,2911,1997-04-07,Steve Cook,Rod Jackson,Linda Triegel,[0]
1373,13,2912,1997-04-08,Steve Cook,Darren Depuydt,Beth Coughlin,[2]
1374,13,2913,1997-04-09,Beth Coughlin,Brad McNiff,Doug Szafran,[2]
1375,13,2914,1997-04-10,Doug Szafran,John Foster,Rachel Berson,"[0, 2]"
1376,13,2915,1997-04-11,Doug Szafran,Rachel Berson,David Forman,[2]
1377,13,2916,1997-04-14,David Forman,Sue Keller,Tom Ayala,[1]
1393,13,2918,1997-04-16,Sue Keller,Carol Feingold,Jeff Park,[0]
1394,13,2919,1997-04-17,Sue Keller,Linda Fabrizio,Bruce Lamott,[1]
1395,13,2920,1997-04-18,Linda Fabrizio,Roy Jenkins,Joe Archer,[0]
1396,13,2921,1997-04-21,Linda Fabrizio,Christopher Barger,Michael Steele,[2]
1397,13,2922,1997-04-22,Michael Steele,Jonathan Matte,Pam Storm,[2]
1398,13,2923,1997-04-23,Pam Storm,Roger Bauman,Bryan McKown,[1]
1399,13,2924,1997-04-24,Roger Bauman,Ann Hall-Rogalinski,Keith Milsark,[0]
1400,13,2925,1997-04-25,Roger Bauman,Doug Antoniazzi,Courtney Conrad,[1]
2617,13,2946,1997-05-26,Doug Antoniazzi,Elin Gaynor,Michael Berman,"[0, 2]"
789,13,2947,1997-05-27,Doug Antoniazzi,Michael Berman,Lisa Newell,[0]
501,13,2948,1997-05-28,Doug Antoniazzi,David Wyatt,Lyn Payne,[2]
781,13,2949,1997-05-29,Lyn Payne,Emily Scott,Jeff Barlow,[0]
783,13,2950,1997-05-30,Lyn Payne,Rick Rodgers,Chris Moylan,[0]
785,13,2951,1997-06-02,Lyn Payne,Jim Melberg,Pete Kearns,[0]
786,13,2952,1997-06-03,Lyn Payne,Stephen Heuser,Brad Miliauskas,[1]
718,13,2953,1997-06-04,Stephen Heuser,Ellen Simmons,Wes Ulm,[2]
719,13,2954,1997-06-05,Wes Ulm,Rich Canedo,Macee Damon,[0]
721,13,2955,1997-06-06,Wes Ulm,Jennifer Tobias-Turner,Peter Higgins,[0]
723,13,2956,1997-06-09,Wes Ulm,Lisa McLendon,John Nauss,[0]
269,13,2957,1997-06-10,Wes Ulm,Ellen Auerbach,Arthur Phillips,[2]
725,13,2958,1997-06-11,Arthur Phillips,Sheri Gravett,Girish Bhat,[0]
729,13,2959,1997-06-12,Arthur Phillips,Fritz Gray,Mindy Eakin,[0]
732,13,2960,1997-06-13,Arthur Phillips,Evan Fletcher,Mark Hein,[0]
734,13,2961,1997-06-16,Arthur Phillips,Lee Morgan,John Kiernan,[]
735,13,2962,1997-06-17,Laurie Kittle,Jeff Holt,Scott Kearin,[0]
738,13,2963,1997-06-18,Laurie Kittle,Mark Le Menager,Chris Szymanski,[2]
739,13,2964,1997-06-19,Chris Szymanski,Joy Luckabaugh,Brian Nafziger,[0]
744,13,2965,1997-06-20,Chris Szymanski,Roger Antaki,Lynda Pinnington,[2]
745,13,2966,1997-06-23,Lynda Pinnington,Alex Oleksij,Jonathan Brosin,[0]
747,13,2967,1997-06-24,Lynda Pinnington,Cris Molles,Paul Slota,[1]
749,13,2968,1997-06-25,Cris Molles,Ellen Kolb,Andrew Lueder,[1]
750,13,2969,1997-06-26,Ellen Kolb,Kevin McDermott,Jim Cordi,[0]
751,13,2970,1997-06-27,Ellen Kolb,Lisa Newman,Kim Worth,[2]
754,13,2971,1997-06-30,Kim Worth,Natalia Mayer,James Oldham,[0]
755,13,2972,1997-07-01,Kim Worth,Linda Desmond,Gerard Magliocca,[0]
757,13,2973,1997-07-02,Kim Worth,Susan Lee,David Achar,[0]
759,13,2974,1997-07-03,Kim Worth,Ken Rosenau,Brick Barrientos,[2]
761,13,2975,1997-07-04,Brick Barrientos,Peter Braxton,Barb Fuson,[1]
762,13,2976,1997-07-07,Peter Braxton,Chris Morse,Debbie Beers,[0]
766,13,2977,1997-07-08,Peter Braxton,David Smith,Fazal Khan,[1]
768,13,2978,1997-07-09,David Smith,Diane Tabbott,Dan Dean,[0]
771,13,2979,1997-07-10,David Smith,Kim Simkins,Richard Dargan,[1]
773,13,2980,1997-07-11,Kim Simkins,Jeff Pilgreen,Steve Muni,[1]
775,13,2981,1997-07-14,Jeff Pilgreen,Peter Fiske,Nancy Baron,[1]
776,13,2982,1997-07-15,Peter Fiske,Penny Willis,Greg Chernack,[1]
777,13,2983,1997-07-16,Penny Willis,Patrick Friel,Kim Haase,[1]
780,13,2984,1997-07-17,Patrick Friel,Phil Duffy,Diane Mirabito,[0]
184,13,2985,1997-07-18,Patrick Friel,Dan Melia,Brian Keliher,[1]
253,14,2986,1997-09-01,Dan Melia,Atish Choudhury,Janet vanGrasstek,"[0, 1]"
254,14,2987,1997-09-02,Dan Melia,Atish Choudhury,Karen Rhodes,[0]
256,14,2988,1997-09-03,Dan Melia,Beth Reardon,Wayne Weil,[0]
257,14,2989,1997-09-04,Dan Melia,Barbara Findley,Hap Erstein,[]
240,14,2990,1997-09-05,Shawn Askew,Cathi Pedersen,Fred Ramen,"[0, 2]"
241,14,2991,1997-09-08,Shawn Askew,Fred Ramen,Courtney Caudill,[1]
244,14,2992,1997-09-09,Fred Ramen,Brian Benson,Betsy Schiltz,[0]
247,14,2993,1997-09-10,Fred Ramen,Tom Stewart,Gina Ruttle,[0]
249,14,2994,1997-09-11,Fred Ramen,Karen Douglas,Scott Davidson,[]
700,14,2995,1997-09-12,Pam Mifflin,Pablo del Real,Vartan Merjanian,[0]
701,14,2996,1997-09-15,Pam Mifflin,Margaret Walsh,Carl Bryant,[0]
702,14,2997,1997-09-16,Pam Mifflin,Lisa Doak,John Carroll,[0]
704,14,2998,1997-09-17,Pam Mifflin,Elizabeth Salinas,Deb Abbey,[1]
706,14,2999,1997-09-18,Elizabeth Salinas,Kathy Petras,Robert Van Newkirk,[0]
143,14,3000,1997-09-19,Elizabeth Salinas,Tom Nichols,Jerod Klein,[0]
708,14,3001,1997-09-22,Elizabeth Salinas,Wendy Middleton,Jon Bourgault,[2]
710,14,3002,1997-09-23,Jon Bourgault,Ann Jackman,Bob Willoughby,[2]
713,14,3003,1997-09-24,Bob Willoughby,Phil Turnbull,Roxanne Smith,[0]
716,14,3004,1997-09-25,Bob Willoughby,Mushtaq Kapasi,Abby Aronson,[0]
1141,14,3005,1997-09-26,Bob Willoughby,Pete Vodola,Lynn Kusnierz,[1]
1142,14,3006,1997-09-29,Pete Vodola,Naomi Rose,Dave Moes,[1]
1143,14,3007,1997-09-30,Naomi Rose,Shari Kenny,Jason Russell,[2]
1144,14,3008,1997-10-01,Jason Russell,Helen Sporher,Brooks Vault,[0]
1145,14,3009,1997-10-02,Jason Russell,Chad Pridgen,Ronda Barker,[2]
1146,14,3010,1997-10-03,Ronda Barker,Alberto Cangahuala,Kate Rogers,[2]
1147,14,3011,1997-10-06,Kate Rogers,James Fraleigh,Ron Gordon,[1]
3512,14,3012,1997-10-07,James Fraleigh,Diane Shafer,Yolanda Diaz,[2]
3514,14,3013,1997-10-08,Yolanda Diaz,Ellen Conlon,Phil Ackerman,[2]
1148,14,3014,1997-10-09,Phil Ackerman,Amy Vandenberg,Dylan Armstrong,[2]
1149,14,3015,1997-10-10,Dylan Armstrong,Darlyne Delaney,Doug Kornreich,[2]
1237,14,3016,1997-10-13,Doug Kornreich,Lindley Henson,Peter Scott,[2]
1238,14,3017,1997-10-14,Peter Scott,Valerie Porter,Jay Marx,[0]
1239,14,3018,1997-10-15,Peter Scott,Ted Kreps,Trish Thompson,[0]
1240,14,3019,1997-10-16,Peter Scott,Dave Hyndman,Maryanne Noonan,[0]
1241,14,3020,1997-10-17,Peter Scott,Greg Ellis,Maribeth Swiatek,[2]
1242,14,3021,1997-10-20,Maribeth Swiatek,Betty Altruda,Joel Zuckerman,[1]
1243,14,3022,1997-10-21,Betty Altruda,Rich Greene,Heather Harvey,[0]
1244,14,3023,1997-10-22,Betty Altruda,Jimmy Crain,Laura Hansen,[2]
1245,14,3024,1997-10-23,Laura Hansen,Eileen Heckel,Chris Hackett,[1]
1246,14,3025,1997-10-24,Eileen Heckel,Sandra Ulbrich,Steve Norton,[2]
1247,14,3026,1997-10-27,Steve Norton,David Morgenstern,Barbara Von Pagel,[1]
1248,14,3027,1997-10-28,David Morgenstern,Phil O'Donoghue,Shelley Smith,[2]
1249,14,3028,1997-10-29,Shelley Smith,Joe Spencer,Liza Marshall,[2]
1250,14,3029,1997-10-30,Liza Marshall,Lyn Jessup,Matt Mann,[2]
1176,14,3030,1997-10-31,Matt Mann,Bob Harris,Mark Dickerson,[1]
1177,14,3046,1997-11-24,Bob Harris,Bruce Gilbert,Monica Holland,[0]
1178,14,3047,1997-11-25,Bob Harris,Jill Jones-Renger,Dave Zehner,[0]
