season,epNum,gameId,date,contestants,info
28,6385,3904,2012-05-25,Joel Pool vs. Jim Virtel vs. Jennifer Arceneaux,Joel Pool game 5.
28,6384,3903,2012-05-24,Joel Pool vs. Ursula Rodgers vs. Julie Zukowski,Joel Pool game 4.
28,6383,3902,2012-05-23,Joel Pool vs. Barb Hougas vs. Jody Clark,Joel Pool game 3.
28,6382,3900,2012-05-22,Joel Pool vs. Mike Lally vs. Marnie Cox,Joel Pool game 2.
28,6381,3899,2012-05-21,Jacob Silverman vs. Joel Pool vs. Cindy Hager,Joel Pool game 1.
28,6380,3898,2012-05-18,Anderson Cooper vs. Kelly O'Donnell vs. Thomas L. Friedman,2012 Power Players Week game 5. From DAR Constitution Hall...
28,6379,3901,2012-05-17,Chuck Todd vs. Clarence Page vs. Lewis Black,2012 Power Players Week game 4. From DAR Constitution Hall...
28,6378,3897,2012-05-16,Dr. Mehmet Oz vs. Katty Kay vs. Chris Wallace,2012 Power Players Week game 3. From DAR Constitution Hall...
28,6377,3896,2012-05-15,Kareem Abdul-Jabbar vs. Dana Perino vs. David Faber,2012 Power Players Week game 2. From DAR Constitution Hall...
28,6376,3895,2012-05-14,Chris Matthews vs. Lizzie O'Leary vs. Robert Gibbs,2012 Power Players Week game 1. From DAR Constitution Hall...
28,6375,3893,2012-05-11,Elyse Mancuso vs. Catherine Briley vs. Rose Schaefer,2012 Teen Tournament final game 2. From DAR Constitution Hall...
28,6374,3894,2012-05-10,Elyse Mancuso vs. Catherine Briley vs. Rose Schaefer,2012 Teen Tournament final game 1. From DAR Constitution Hall...
28,6373,3892,2012-05-09,Kevin Yang vs. Rose Schaefer vs. Krishna Bharathala,2012 Teen Tournament semifinal game 3. From DAR Constitution Hall...
28,6372,3891,2012-05-08,Elyse Mancuso vs. Anshika Niraj vs. Evan Eschliman,2012 Teen Tournament semifinal game 2. From DAR Constitution Hall...
28,6371,3890,2012-05-07,Catherine Briley vs. Ben Greenho vs. Eliza Scruton,2012 Teen Tournament semifinal game 1. From DAR Constitution Hall...
28,6370,3889,2012-05-04,Evan Eschliman vs. Gabriela Gonzales vs. Rob Schrader,2012 Teen Tournament quarterfinal game 5.
28,6369,3888,2012-05-03,Morgan Flood vs. Caleb Olson vs. Kevin Yang,2012 Teen Tournament quarterfinal game 4.
28,6368,3887,2012-05-02,Krishna Bharathala vs. Catherine Briley vs. Elyse Mancuso,2012 Teen Tournament quarterfinal game 3.
28,6367,3885,2012-05-01,Ben Greenho vs. Sam Leanza vs. Anshika Niraj,2012 Teen Tournament quarterfinal game 2.
28,6366,3886,2012-04-30,Jeff Haylon vs. Rose Schaefer vs. Eliza Scruton,2012 Teen Tournament quarterfinal game 1.
28,6365,3884,2012-04-27,Jacob Silverman vs. Marla Goldstein vs. Kevin Rowe,
28,6364,3883,2012-04-26,Jacob Silverman vs. Ben Pirie vs. Lydia Brawner,
28,6363,3882,2012-04-25,Cindy Vanderbur vs. Jacob Silverman vs. Erika Myers,
28,6362,3880,2012-04-24,Cindy Vanderbur vs. Matt Johnson vs. Andrea Korte,
28,6361,3879,2012-04-23,Dan Adkison vs. Mike Garrett vs. Cindy Vanderbur,
28,6360,3877,2012-04-20,Dan Adkison vs. Amy Drittler vs. Kerr Houston,
28,6359,3878,2012-04-19,Dan Adkison vs. Nathan Fuller vs. Carol Golliher,
28,6358,3875,2012-04-18,Mary Harris vs. Eileen McQuiggan vs. Dan Adkison,
28,6357,3874,2012-04-17,Michelle LaLonde vs. Mary Harris vs. Evan Nolan,
28,6356,3873,2012-04-16,Judy Nichols vs. Michelle LaLonde vs. Trevor Bryan,
28,6355,3871,2012-04-13,Judy Nichols vs. Peter Allen vs. Cat Still,
28,6354,3870,2012-04-12,Sean Hansen vs. Judy Nichols vs. Megan Davenport,
28,6353,3869,2012-04-11,Amy Ketterling vs. Lindsay Reese vs. Sean Hansen,
28,6352,3868,2012-04-10,Doug Lloyd vs. Amy Ketterling vs. Maurice Ayache,
28,6351,3867,2012-04-09,Bing Huo vs. Doug Lloyd vs. Anne Raybon,
28,6350,3866,2012-04-06,Joey Falco vs. Bing Huo vs. Lisa Lyons,
28,6349,3865,2012-04-05,Joey Falco vs. Emily Garber vs. John Sellers,
28,6348,3864,2012-04-04,Joey Falco vs. Jesse Tow vs. Michael Tvaruzka,
28,6347,3863,2012-04-03,Elisabeth Carrel vs. Tamara Tatum-Broughton vs. Joey Falco,
28,6346,3862,2012-04-02,Sarah Curtis vs. Elisabeth Carrel vs. Randy Cauthen,
28,6345,3861,2012-03-30,Beau Henson vs. Sarah Curtis vs. Ruth Robbins,
28,6344,3860,2012-03-29,Beau Henson vs. Jay Ben Markson vs. Richie Rodriguez,
28,6343,3859,2012-03-28,Beau Henson vs. Catie Fletcher vs. Jeanie Kenkel,
28,6342,3858,2012-03-27,Margie Cohen vs. Beau Henson vs. Chuck Ettelson,
28,6341,3857,2012-03-26,Dennis Wright vs. Mithun Kamath vs. Margie Cohen,
28,6340,3856,2012-03-23,Cathy Guiles vs. Dennis Wright vs. Eileen O'Toole,
28,6339,3855,2012-03-22,Cathy Guiles vs. Nick Bulum vs. Nancy Nakayama,
28,6338,3854,2012-03-21,Melanie Spratford vs. Cathy Guiles vs. Greg Bentley,
28,6337,3853,2012-03-20,Alex Wright vs. Melanie Spratford vs. Vince Gatton,
28,6336,3852,2012-03-19,Hannah Spector vs. Alex Wright vs. Kyle Roll,
28,6335,3851,2012-03-16,John Erler vs. Sharla Zwirek vs. Hannah Spector,
28,6334,3850,2012-03-15,Michael Gurshtein vs. Sue Anderson vs. John Erler,
28,6333,3842,2012-03-14,Patrick Antle vs. Rebecca Blustein vs. Michael Gurshtein,
28,6332,3849,2012-03-13,Jessamine Price vs. Patrick Antle vs. Sonia Saraiya,
28,6331,3848,2012-03-12,Jessamine Price vs. Richard Elepano vs. Reid Rodgers,
28,6330,3846,2012-03-09,Jessamine Price vs. Galen Benshoof vs. Marion Baumgarten,
28,6329,3847,2012-03-08,David Gard vs. Vijay Iyer vs. Jessamine Price,David Gard game 5.
28,6328,3845,2012-03-07,David Gard vs. Stephen Shaw vs. Annie Lyon,David Gard game 4.
28,6327,3844,2012-03-06,David Gard vs. Laura Whittle vs. Ben Parks-Stamm,David Gard game 3.
28,6326,3843,2012-03-05,David Gard vs. Nina Stanton vs. Tony Grey,David Gard game 2.
28,6325,3840,2012-03-02,Patrick Morrison vs. David Gard vs. Annette Todd,David Gard game 1.
28,6324,3841,2012-03-01,Patrick Morrison vs. Susannah Rosenblatt vs. Andrew Knebel,
28,6323,3839,2012-02-29,Patrick Morrison vs. Sarah Edwards vs. Michael McCall,
28,6322,3838,2012-02-28,Brooks Humphreys vs. Justin Hofstetter vs. Patrick Quinn,2012-A Teachers Tournament final game 2.
28,6321,3837,2012-02-27,Brooks Humphreys vs. Justin Hofstetter vs. Patrick Quinn,2012-A Teachers Tournament final game 1.
28,6320,3836,2012-02-24,Mary Ann Stanley vs. Catherine Whitten vs. Patrick Quinn,2012-A Teachers Tournament semifinal game 3.
28,6319,3835,2012-02-23,Nate Rice vs. Brooks Humphreys vs. Leslie Decker,2012-A Teachers Tournament semifinal game 2.
28,6318,3834,2012-02-22,Justin Hofstetter vs. Kathryn Wendling vs. Lisa Johnston,2012-A Teachers Tournament semifinal game 1.
28,6317,3833,2012-02-21,Leslie Decker vs. Justin Hofstetter vs. Pian Wong,2012-A Teachers Tournament quarterfinal game 5.
28,6316,3832,2012-02-20,Brad Brown vs. Mary Ann Stanley vs. Kathryn Wendling,2012-A Teachers Tournament quarterfinal game 4.
28,6315,3830,2012-02-17,Lisa Johnston vs. Nate Rice vs. Catherine Whitten,2012-A Teachers Tournament quarterfinal game 3.
28,6314,3831,2012-02-16,Jessica Dell'Era vs. Steven Evenhouse vs. Brooks Humphreys,2012-A Teachers Tournament quarterfinal game 2.
28,6313,3829,2012-02-15,John Botti vs. Elissa Hoffman vs. Patrick Quinn,2012-A Teachers Tournament quarterfinal game 1.
28,6312,3828,2012-02-14,Sarah Bart vs. Monica Thieu vs. Zack Terrill,2012 College Championship final game 2.
28,6311,3827,2012-02-13,Sarah Bart vs. Monica Thieu vs. Zack Terrill,2012 College Championship final game 1.
28,6310,3826,2012-02-10,Matt Olson vs. Zack Terrill vs. Connie Shi,2012 College Championship semifinal game 3.
28,6309,3825,2012-02-09,Sarah Bart vs. Greer Mackebee vs. Jaime Alayon,2012 College Championship semifinal game 2.
28,6308,3824,2012-02-08,Weston Mangin vs. Tyler Benedict vs. Monica Thieu,2012 College Championship semifinal game 1.
28,6307,3823,2012-02-07,Zach McDonnell vs. Matt Olson vs. Monica Thieu,2012 College Championship quarterfinal game 5.
28,6306,3822,2012-02-06,Sarah Bauer vs. Greer Mackebee vs. Marie McGraw,2012 College Championship quarterfinal game 4.
28,6305,3821,2012-02-03,Sarah Bart vs. Tyler Benedict vs. Zack Terrill,2012 College Championship quarterfinal game 3.
28,6304,3820,2012-02-02,Jaime Alayon vs. Anne Rozek vs. Connie Shi,2012 College Championship quarterfinal game 2.
28,6303,3819,2012-02-01,Weston Mangin vs. Charlie Rooney vs. Carrie Tian,2012 College Championship quarterfinal game 1.
28,6302,3817,2012-01-31,Danny Parra vs. Patrick Morrison vs. Ellen Ciompi,
28,6301,3818,2012-01-30,Brendan Graham vs. Kate Jeracki vs. Danny Parra,
28,6300,3816,2012-01-27,Brendan Graham vs. Emily Kelly vs. Bruce Vale,
28,6299,3815,2012-01-26,Taylor Cope vs. Rhonda Hammons vs. Brendan Graham,
28,6298,3814,2012-01-25,Kirby Burnett vs. Taylor Cope vs. Christen Lee,
28,6297,3813,2012-01-24,Kirby Burnett vs. Sean O'Connor vs. Elizabeth Edwards,
28,6296,3812,2012-01-23,Bob Powell vs. Kirby Burnett vs. Molly Newman,
28,6295,3811,2012-01-20,Lynn Hammerlund vs. Russell Howes vs. Bob Powell,
28,6294,3810,2012-01-19,Amy Stephenson vs. Lynn Hammerlund vs. Naved Sheikh,
28,6293,3809,2012-01-18,Amy Stephenson vs. Debra McGuire vs. Zach May,
28,6292,3808,2012-01-17,Betsy Schroeder vs. Daniel Hodge vs. Amy Stephenson,
28,6291,3806,2012-01-16,Brandon Libby vs. Betsy Schroeder vs. Mike Hatch,
28,6290,3805,2012-01-13,Brandon Libby vs. Cindy Conaway vs. Preston Nicholson,
28,6289,3807,2012-01-12,Dan McShane vs. Brandon Libby vs. Stephanie Walker,Dan McShane game 5.
28,6288,3804,2012-01-11,Dan McShane vs. Katy Stigers vs. Vinayak Thiagarajan,Dan McShane game 4.
28,6287,3803,2012-01-10,Dan McShane vs. Bryan Barnett vs. Jennifer Osorio,Dan McShane game 3.
28,6286,3802,2012-01-09,Dan McShane vs. Sean Norris vs. Julie Podlesni,Dan McShane game 2.
28,6285,3801,2012-01-06,Dave Leach vs. Molly Dahlberg vs. Dan McShane,"Dave Leach game 7.
Dan McShane game 1."
28,6284,3800,2012-01-05,Dave Leach vs. Mark Rupp vs. Amy Ludwig,Dave Leach game 6.
28,6283,3799,2012-01-04,Dave Leach vs. Nicholas Campiz vs. Jaldhar Vyas,Dave Leach game 5.
28,6282,3798,2012-01-03,Dave Leach vs. Sally Sommers Smith vs. Nicholas Campiz,Dave Leach game 4.
28,6281,3797,2012-01-02,Dave Leach vs. Art Hilliker vs. Elizabeth Weichel,Dave Leach game 3.
28,6280,3795,2011-12-30,Dave Leach vs. Lisa Spardel-Krol vs. Tom Vanderbilt,Dave Leach game 2.
28,6279,3796,2011-12-29,Jason Keller vs. Jennifer Green vs. Dave Leach,"Jason Keller game 10.
Dave Leach game 1."
28,6278,3793,2011-12-28,Jason Keller vs. Patrick Rostock vs. Lesley Tsina,Jason Keller game 9.
28,6277,3792,2011-12-27,Jason Keller vs. Bill Moreau vs. Andrew Robinson,Jason Keller game 8.
28,6276,3791,2011-12-26,Jason Keller vs. Andrea Bornschlegel vs. Jack McClintock,Jason Keller game 7.
28,6275,3790,2011-12-23,Jason Keller vs. Sara Plant vs. Erin Arlow,Jason Keller game 6.
28,6274,3789,2011-12-22,Jason Keller vs. Niall Prendergast vs. Isaac Patterson,Jason Keller game 5.
28,6273,3788,2011-12-21,Jason Keller vs. Drew Tompkins vs. Janemarie Cloutier,Jason Keller game 4.
28,6272,3787,2011-12-20,Jason Keller vs. Karen Hedlund vs. Doug Davies,Jason Keller game 3.
28,6271,3786,2011-12-19,Jason Keller vs. Kathleen Schultz vs. Derek Schuld,Jason Keller game 2.
28,6270,3784,2011-12-16,Beth Watkins vs. Jason Keller vs. Leslie Hamilton,Jason Keller game 1. Alex acknowledges a 102-year-old woman (and...
28,6269,3783,2011-12-15,Boomie Aglietti vs. Silas Crawford vs. Beth Watkins,"Alex's wife Jean, 91-year-old mother Lucille, and cousin Dolores from..."
28,6268,3782,2011-12-14,Boomie Aglietti vs. Jennifer Hills vs. Matt Harriss,84-year-old Tampa native Shirley Smallwood attends the taping thanks to...
28,6267,3781,2011-12-13,Chuck Rezac vs. Gina Bernal vs. Boomie Aglietti,
28,6266,3780,2011-12-12,Drew Bayers vs. Ellen Tabor vs. Chuck Rezac,Alex returns to conducting contestant interviews from near contestant lecterns.
28,6265,3779,2011-12-09,William Castañeda vs. Drew Bayers vs. Nicole Willson,
28,6264,3778,2011-12-08,Tony Hightower vs. William Castañeda vs. Dan Kull,
28,6263,3777,2011-12-07,Julia Kozicki vs. Tony Hightower vs. Jennifer Bernstein,
28,6262,3775,2011-12-06,Bhibha Das vs. Rich Beimer vs. Julia Kozicki,
28,6261,3774,2011-12-05,Bhibha Das vs. Scott Russell vs. Brendan Barnwell,
28,6260,3772,2011-12-02,Jan Zasowski vs. Bhibha Das vs. Suzanne Judson-Whitehouse,
28,6259,3773,2011-12-01,Jan Zasowski vs. Logan Schultz vs. Gillian DiPietro,
28,6258,3771,2011-11-30,Kiran Kedlaya vs. Jan Zasowski vs. Tim Gray,
28,6257,3770,2011-11-29,Kendra Anspaugh vs. Kiran Kedlaya vs. Mary Redling,
28,6256,3769,2011-11-28,Kendra Anspaugh vs. Clayton Hanson vs. Patti Clements,
28,6255,3767,2011-11-25,Ann Thurlow vs. Kendra Anspaugh vs. James Ruchala,
28,6254,3768,2011-11-24,Francis Lansangan vs. Sean McGuire vs. Ann Thurlow,
28,6253,3766,2011-11-23,Francis Lansangan vs. Steven Maio vs. Katherine Philbin,
28,6252,3765,2011-11-22,Francis Lansangan vs. Peter Jury vs. Abby Drwecki,
28,6251,3764,2011-11-21,Morgan Polikoff vs. Francis Lansangan vs. Caroline Wilkins,
28,6250,3763,2011-11-18,Glenn Sullivan vs. Morgan Polikoff vs. Mellissa Ahmed,
28,6249,3762,2011-11-17,Ellen Lewis vs. Matt Andelman vs. Glenn Sullivan,
28,6248,3761,2011-11-16,Emily Gifford vs. Ellen Lewis vs. Will Valverde,
28,6247,3760,2011-11-15,Roger Craig vs. Tom Nissley vs. Buddy Wright,2011 Tournament of Champions final game 2.
28,6246,3759,2011-11-14,Roger Craig vs. Tom Nissley vs. Buddy Wright,2011 Tournament of Champions final game 1.
28,6245,3757,2011-11-11,Joon Pahk vs. Mark Runsvold vs. Roger Craig,2011 Tournament of Champions semifinal game 3.
28,6244,3758,2011-11-10,Buddy Wright vs. Jay Rhee vs. Kara Spak,2011 Tournament of Champions semifinal game 2.
28,6243,3755,2011-11-09,Justin Sausville vs. Tom Nissley vs. Erin McLean,2011 Tournament of Champions semifinal game 1.
28,6242,3756,2011-11-08,Mark Runsvold vs. Justin Sausville vs. Christopher Short,2011 Tournament of Champions quarterfinal game 5.
28,6241,3754,2011-11-07,Paul Kursky vs. Erin McLean vs. Buddy Wright,2011 Tournament of Champions quarterfinal game 4.
28,6240,3753,2011-11-04,John Krizel vs. Tom Kunzen vs. Joon Pahk,2011 Tournament of Champions quarterfinal game 3.
28,6239,3752,2011-11-03,Roger Craig vs. Brian Meacham vs. Kara Spak,2011 Tournament of Champions quarterfinal game 2.
28,6238,3751,2011-11-02,Tom Nissley vs. Jay Rhee vs. Charles Temple,2011 Tournament of Champions quarterfinal game 1.
28,6237,3750,2011-11-01,Evan Sandman vs. Dave Burnstein vs. Emily Gifford,
28,6236,3749,2011-10-31,Sunny Stalter vs. Gina Harris vs. Evan Sandman,
28,6235,3748,2011-10-28,Sunny Stalter vs. Helaine Greenfeld vs. John Jordan,
28,6234,3747,2011-10-27,Gabor Vari vs. Sunny Stalter vs. Alex Johnson,
28,6233,3746,2011-10-26,Gabor Vari vs. Ryan McCune vs. Abigail Gardner,
28,6232,3745,2011-10-25,Balaji Narain vs. Gabor Vari vs. Jennifer Dockter,
28,6231,3744,2011-10-24,Balaji Narain vs. Francisco Maldonado-Ramirez vs. Laura Bulkin,Alex introduces the newly unveiled Jeopardy! Hall of Fame backstage.
28,6230,3743,2011-10-21,Jay Peterson vs. Heather Anstaett vs. Balaji Narain,
28,6229,3742,2011-10-20,Lloyd Caesar vs. Jessie Christensen vs. Jay Peterson,
28,6228,3741,2011-10-19,Lanny Timan vs. Liz Greenwood vs. Lloyd Caesar,
28,6227,3740,2011-10-18,Lanny Timan vs. Ray Crosby vs. Liz Greenwood,
28,6226,3739,2011-10-17,Joe Koster vs. Lanny Timan vs. Jeff Dufour,
28,6225,3738,2011-10-14,Katie Proctor vs. Megan Benitz vs. Joe Koster,
28,6224,3737,2011-10-13,Katie Proctor vs. Drew Denton vs. Liz Good,
28,6223,3736,2011-10-12,Joon Pahk vs. Katie Proctor vs. Leigh Wishner,Joon Pahk game 8.
28,6222,3734,2011-10-11,Joon Pahk vs. Michael Stewart vs. Ashley Shannon,Joon Pahk game 7.
28,6221,3733,2011-10-10,Joon Pahk vs. Hannah Wachs vs. Jared Balkman,Joon Pahk game 6.
28,6220,3729,2011-10-07,Joon Pahk vs. Bret Jacobs vs. Adam Perrotta,Joon Pahk game 5.
28,6219,3735,2011-10-06,Joon Pahk vs. Ted Simmons vs. Franny Howes,Joon Pahk game 4.
28,6218,3726,2011-10-05,"Joon Pahk vs. Katie Baker vs. Daniel Okobi, Jr.",Joon Pahk game 3.
28,6217,3725,2011-10-04,Joon Pahk vs. Elaine Ricci vs. Megan Johnson,Joon Pahk game 2.
28,6216,3724,2011-10-03,Chris Fleitas vs. Joon Pahk vs. Aleisa Farrington,Joon Pahk game 1.
28,6215,3723,2011-09-30,Chris Fleitas vs. Rob Landolfi vs. Donna Laux,
28,6214,3722,2011-09-29,Sergio Llorian vs. Lindsy Lassere vs. Chris Fleitas,
28,6213,3721,2011-09-28,Matt Douma vs. Sergio Llorian vs. Libby Nelson,
28,6212,3720,2011-09-27,Matt Douma vs. Joe Iriana vs. Susan Miller,
28,6211,3719,2011-09-26,Amit Kurlekar vs. Matt Douma vs. Ellen Mizio,First game consolation prizes sponsored. Sponsor's name appears on podiums...
28,6210,3717,2011-09-23,Justin Sausville vs. Amit Kurlekar vs. Jessica Burr,Justin Sausville game 7.
28,6209,3718,2011-09-22,Justin Sausville vs. Anne Kenney Chaplin vs. Brian Lehman,Justin Sausville game 6.
28,6208,3716,2011-09-21,Justin Sausville vs. Patrick Sweaney vs. Beth Hermann,Justin Sausville game 5.
28,6207,3715,2011-09-20,Justin Sausville vs. Alex Liteplo vs. Ken Herrera,Justin Sausville game 4.
28,6206,3714,2011-09-19,Justin Sausville vs. Glenn Edwards vs. Jane Stimpson,Justin Sausville game 3. First game of Season 28. New...
27,6205,3713,2011-07-29,Justin Sausville vs. Marty Butterick vs. Lisa McDermott,"Justin Sausville game 2.
Last game of Season 27."
27,6204,3712,2011-07-28,Ryan Fox vs. Justin Sausville vs. Cathy Markwiese,Justin Sausville game 1.
27,6203,3709,2011-07-27,Linda Percy vs. Amy George vs. Ryan Fox,
27,6202,3708,2011-07-26,Linda Percy vs. Graig Zethner vs. Andrew Bach,
27,6201,3707,2011-07-25,Linda Percy vs. Edgar Mihelic vs. Maggie Diamond,
27,6200,3706,2011-07-22,Brian McEntee vs. Linda Percy vs. Tim Wagner,
27,6199,3704,2011-07-21,Mark Runsvold vs. Samer Ismail vs. Brian McEntee,Mark Runsvold game 5.
27,6198,3702,2011-07-20,Mark Runsvold vs. Maria Boyland vs. Zac Youngblood,Mark Runsvold game 4.
27,6197,3701,2011-07-19,Mark Runsvold vs. Christine Janson vs. Tom Vaughan,Mark Runsvold game 3.
27,6196,3700,2011-07-18,Mark Runsvold vs. Karawan Meade vs. Jerry Hou,Mark Runsvold game 2.
27,6195,3698,2011-07-15,Kathleen Lee vs. Mark Runsvold vs. Aric Wu,Mark Runsvold game 1.
27,6194,3699,2011-07-14,Paul Barbour vs. Kathleen Lee vs. Janet Vigen Levy,
27,6193,3697,2011-07-13,Damian Yu vs. Sarah Powell vs. Paul Barbour,
27,6192,3696,2011-07-12,Damian Yu vs. Ian Leggin vs. Judy Neuwirth,
27,6191,3695,2011-07-11,Rachel Winer vs. Damian Yu vs. Christopher Stephens,
27,6190,3694,2011-07-08,Tony Harkin vs. Maddie Harrington vs. Dominic Olivera,2011 Kids Week game 5.
27,6189,3693,2011-07-07,Emma Couture vs. Brooke Martin vs. Neil Patel,2011 Kids Week game 4.
27,6188,3692,2011-07-06,Emma Johnson vs. B.D. Schwarz vs. Andrew Zazzera,2011 Kids Week game 3.
27,6187,3691,2011-07-05,Rahul Francis vs. Dillon McCormick vs. Meg Walker,2011 Kids Week game 2.
27,6186,3690,2011-07-04,Graham Doskoch vs. Aria Gerson vs. Charlotte Scott,2011 Kids Week game 1.
27,6185,3689,2011-07-01,Rachel Winer vs. Josh Cabat vs. Ben Wong,
27,6184,3688,2011-06-30,Jeff Amoros vs. Meg Price vs. Rachel Winer,
27,6183,3687,2011-06-29,Adam Marshall vs. Jeff Amoros vs. Dolores DeStefano,
27,6182,3686,2011-06-28,Adam Marshall vs. Chris Clayton vs. Polly Ruf,
27,6181,3685,2011-06-27,Jay Rhee vs. Adam Marshall vs. Dan Carroll,Jay Rhee game 6.
27,6180,3682,2011-06-24,Jay Rhee vs. Marc Tracy vs. Elaine Garrett,Jay Rhee game 5.
27,6179,3684,2011-06-23,Jay Rhee vs. Andrew Dobbs vs. Pat Connor,Jay Rhee game 4.
27,6178,3678,2011-06-22,Jay Rhee vs. Kartik Venguswamy vs. Kate Sparich,Jay Rhee game 3.
27,6177,3677,2011-06-21,Jay Rhee vs. Julianna Suchard vs. Scott Goldstein,Jay Rhee game 2.
27,6176,3675,2011-06-20,Danielle Harlow vs. Sam Fleming vs. Jay Rhee,Jay Rhee game 1.
27,6175,3673,2011-06-17,Stewart Tuttle vs. Steve Sobelman vs. Danielle Harlow,
27,6174,3672,2011-06-16,Nick Condon vs. Stewart Tuttle vs. Lisa Longo,
27,6173,3669,2011-06-15,Nick Condon vs. John Mingey vs. Michael Vlach,
27,6172,3667,2011-06-14,Nick Condon vs. LuEllen Buhrman vs. Jeff Fleischer,
27,6171,3668,2011-06-13,Amy Larimer vs. Nick Condon vs. Daniel Trudeau,
27,6170,3664,2011-06-10,Mary Anna Martell vs. Amy Larimer vs. Ben Sack,
27,6169,3663,2011-06-09,Tim Kuehn vs. Mary Anna Martell vs. Makeen Huda,
27,6168,3662,2011-06-08,Sam Meyer vs. Tim Kuehn vs. Chris Hauck,
27,6167,3661,2011-06-07,Sam Meyer vs. Lindsey Peterson vs. Crystal Leonard,
27,6166,3660,2011-06-06,Jericho Saria vs. Joanna Liff vs. Sam Meyer,
27,6165,3659,2011-06-03,Jericho Saria vs. Patrick Stubbins vs. Nancy Hale,
27,6164,3658,2011-06-02,Michael Philpy vs. Steve Tipton vs. Jericho Saria,
27,6163,3657,2011-06-01,Ty Cone vs. Michael Philpy vs. Maggie Berndt,
27,6162,3656,2011-05-31,Matt Larson vs. Ty Cone vs. Jennifer Najarian,
27,6161,3655,2011-05-30,Monica Iyer vs. Roberta Candalino vs. Matt Larson,
27,6160,3653,2011-05-27,Chloe Horning vs. Renee Huff vs. Monica Iyer,
27,6159,3654,2011-05-26,Tom Brown vs. Chloe Horning vs. Carl Aveni,
27,6158,3652,2011-05-25,Tom Brown vs. Amy Ruberg vs. James Ma,
27,6157,3651,2011-05-24,Matt Neville vs. Tom Brown vs. Gay Haubner,
27,6156,3650,2011-05-23,Matt Neville vs. Cindy Clark vs. Joseph Tambornino,
27,6155,3649,2011-05-20,Matt Neville vs. Adam Kapp vs. Tracey Davidson,
27,6154,3648,2011-05-19,Lisa Bloomberg vs. Matt Neville vs. Beverly Jones,
27,6153,3647,2011-05-18,Lisa Bloomberg vs. Gary Rosche vs. Flora Peir,
27,6152,3646,2011-05-17,Joyce Newmark vs. Lisa Bloomberg vs. Ramesh Mantha,
27,6151,3645,2011-05-16,Joe McKee vs. Denise Troy vs. Joyce Newmark,
27,6150,3644,2011-05-13,Lori Kissell vs. Larry DeMoss vs. Charles Temple,2011 Teachers Tournament final game 2.
27,6149,3643,2011-05-12,Lori Kissell vs. Larry DeMoss vs. Charles Temple,2011 Teachers Tournament final game 1.
27,6148,3642,2011-05-11,Kathy Casavant vs. Charles Temple vs. Matt Polazzo,2011 Teachers Tournament semifinal game 3.
27,6147,3641,2011-05-10,Charley Tinkham vs. Lori Kissell vs. John Shoe,2011 Teachers Tournament semifinal game 2.
27,6146,3640,2011-05-09,Larry DeMoss vs. Dan Crosby vs. Elisabeth Raab,2011 Teachers Tournament semifinal game 1.
27,6145,3638,2011-05-06,Catherine Carson vs. Larry DeMoss vs. Judd Hess,2011 Teachers Tournament quarterfinal game 5.
27,6144,3639,2011-05-05,Grafton Brown vs. Charles Temple vs. Sally Umbach,2011 Teachers Tournament quarterfinal game 4.
27,6143,3637,2011-05-04,Lori Kissell vs. Matt Polazzo vs. Elisabeth Raab,2011 Teachers Tournament quarterfinal game 3.
27,6142,3636,2011-05-03,Caitlin Millat vs. Viki Radden vs. Charley Tinkham,2011 Teachers Tournament quarterfinal game 2.
27,6141,3635,2011-05-02,Kathy Casavant vs. Dan Crosby vs. John Shoe,2011 Teachers Tournament quarterfinal game 1.
27,6140,3633,2011-04-29,Joe McKee vs. Grant Wing vs. Ian Pickus,
27,6139,3634,2011-04-28,Denis Theriault vs. Joe McKee vs. Maya Zwerdling,
27,6138,3632,2011-04-27,Brian Meacham vs. Denis Theriault vs. Virginia Ogozalek,Brian Meacham game 5.
27,6137,3631,2011-04-26,Brian Meacham vs. Sarah Canfield Fuller vs. Andy Levin,Brian Meacham game 4.
27,6136,3630,2011-04-25,Brian Meacham vs. Emily Barkley-Levenson vs. Chuck Narikiyo,Brian Meacham game 3.
27,6135,3629,2011-04-22,Brian Meacham vs. KC Frodyma vs. Nick Cohen,Brian Meacham game 2.
27,6134,3628,2011-04-21,Robin Woolsey vs. Brian Meacham vs. Beth Miller,Brian Meacham game 1.
27,6133,3627,2011-04-20,Mary Mitchell vs. Kirsten Ruemenapp vs. Robin Woolsey,
27,6132,3626,2011-04-19,Sara Heard vs. Jason Rhode vs. Mary Mitchell,
27,6131,3624,2011-04-18,Sara Heard vs. Andrew Fuller vs. John Paul Manuel,
27,6130,3623,2011-04-15,Sara Heard vs. Jim Fenton vs. Amy Fulton Stout,
27,6129,3622,2011-04-14,Sara Heard vs. Annie Douglass vs. Miguel Ruiz,
27,6128,3621,2011-04-13,Tim Kresowik vs. Michelle Franklin vs. Sara Heard,
27,6127,3620,2011-04-12,Tim Kresowik vs. Stephanie Munroe vs. Daniel Cohen,
27,6126,3619,2011-04-11,Christopher Short vs. Heather Timberlake vs. Tim Kresowik,Christopher Short game 7.
27,6125,3618,2011-04-08,Christopher Short vs. Kimberly Sheppard vs. Anselm Chen,Christopher Short game 6.
27,6124,3617,2011-04-07,Christopher Short vs. Mickey McLaurin vs. Helen Hostetter,Christopher Short game 5.
